Analysis,Lithology (Name given by cited author),Lithology (Lithology Code see explanati...),Description (Data Type),Reference,Th [mg/kg],U [mg/kg],La [mg/kg],Ce [mg/kg],Pr [mg/kg],Sr [mg/kg],Nd [mg/kg],Sm [mg/kg],Eu [mg/kg],Gd [mg/kg],Tb [mg/kg],Dy [mg/kg],Y [mg/kg],Ho [mg/kg],Er [mg/kg],Tm [mg/kg],Yb [mg/kg],Lu [mg/kg],Mn [mg/kg],Ba [mg/kg],Sm norm,Eu norm,Gd norm,Tb norm,Eu norm (Anom Arithmetic),Eu norm (EuAnom Shields and Stille (2...),Eu norm (EuAnom Lawrence and Kamber (2...),LREE norm (La-Nd),Sr/Y,Imputed_Tb,Imputed_Dy,Imputed_Tm,Imputed_Y,Imputed_Ho,Imputed_Nd,Imputed_Er,Imputed_La,Imputed_Pr,Imputed_Sm,Imputed_Gd,Imputed_Yb,Imputed_Lu
C-18-30-1b,Phlogopite-pyroxene phoscorite,UM,Spot,Mao et al. 2016,16.26305334,0.510842279,162.7168672,434.2146333,54.15700671,2231.182882,198.3313559,31.63915508,8.761896172,24.96597101,2.676722422,12.8139592,42.30520901,1.951242745,4.31624379,0.44072837,1.720784151,0.255432307,110.7260636,,213.8,155.6,125.5,74.1,0.918,0.95,1.036,849,52.74,2.676722422,12.8139592,0.44072837,42.30520901,1.951242745,198.3313559,4.31624379,162.7168672,54.15700671,31.63915508,24.96597101,1.720784151,0.255432307
C-18-30-2a,Phlogopite-pyroxene phoscorite,UM,Spot,Mao et al. 2016,26.69812448,0.692966554,174.1332762,520.5820838,58.8506426,2142.950353,208.2905182,30.862952,10.06423364,26.15693896,2.821643292,14.73771621,47.73953679,2.456899393,4.778803709,0.625284733,2.152444427,0.224895658,122.2983301,,208.5,178.8,131.4,78.2,1.052,1.08,1.189,962,44.888,2.821643292,14.73771621,0.625284733,47.73953679,2.456899393,208.2905182,4.778803709,174.1332762,58.8506426,30.862952,26.15693896,2.152444427,0.224895658
C-18-30-2b,Phlogopite-pyroxene phoscorite,UM,Spot,Mao et al. 2016,28.78859212,0.756938112,188.9817911,563.7896905,67.11917897,2289.321024,230.9576905,37.40402727,10.43422478,28.65988054,3.047403314,16.5950772,53.18194787,2.518722521,5.089472904,0.558053912,2.550508413,0.4168405,120.0010267,,252.7,185.3,144,84.4,0.934,0.971,1.057,1051,43.047,3.047403314,16.5950772,0.558053912,53.18194787,2.518722521,230.9576905,5.089472904,188.9817911,67.11917897,37.40402727,28.65988054,2.550508413,0.4168405
951-9-1,Apatite-calcite-feldspar-biotite ijolite,UM,Spot,Mao et al. 2016,19.65445913,1.976711721,456.7945182,1053.879521,117.306354,4352.487349,413.4393086,59.93952538,16.7587247,46.92253277,5.040487335,25.00755183,93.9071678,3.921999002,9.195469811,0.985217019,4.505823831,0.486350474,201.6309222,,405,297.7,235.8,139.6,0.929,0.963,1.048,2041,46.349,5.040487335,25.00755183,0.985217019,93.9071678,3.921999002,413.4393086,9.195469811,456.7945182,117.306354,59.93952538,46.92253277,4.505823831,0.486350474
AB3\Z92.3-1,Magnetite-phlogopite-amphIMole-apatite scovite,UM,Spot,Mao et al. 2016,19.2099046,0.431114985,937.6955419,3482.371492,366.8183659,6352.878541,1304.01718,211.0896485,56.38518496,150.4645852,15.51474923,72.05028895,233.8282212,10.18490215,20.76724721,1.879750684,9.102638019,1.130933255,332.5585642,,1426.3,1001.5,756.1,429.8,0.918,0.964,1.047,6091,27.169,15.51474923,72.05028895,1.879750684,233.8282212,10.18490215,1304.01718,20.76724721,937.6955419,366.8183659,211.0896485,150.4645852,9.102638019,1.130933255
AB3\Z92.3-2,Magnetite-phlogopite-amphIMole-apatite scovite,UM,Spot,Mao et al. 2016,22.3950487,1.787454008,1090.665329,3656.746361,394.9074267,5867.494668,1548.610948,264.0397565,68.20771071,199.8900011,20.1582685,91.55415693,280.9497102,13.21403968,25.97225242,2.503475564,11.20299463,1.302644738,327.9955251,,1784.1,1211.5,1004.5,558.4,0.869,0.905,1,6691,20.885,20.1582685,91.55415693,2.503475564,280.9497102,13.21403968,1548.610948,25.97225242,1090.665329,394.9074267,264.0397565,199.8900011,11.20299463,1.302644738
H2-61-1,Scovite,UM,Spot,Mao et al. 2016,11.05861251,0.459751785,622.9398295,2311.413732,236.9433135,4195.596032,851.1647367,133.3301076,35.88705864,96.3276434,9.597437139,41.5351346,118.8777496,5.737164833,10.843184,0.981607555,4.167983371,0.436788643,260.4257257,,900.9,637.4,484.1,265.9,0.921,0.965,1.063,4022,35.293,9.597437139,41.5351346,0.981607555,118.8777496,5.737164833,851.1647367,10.843184,622.9398295,236.9433135,133.3301076,96.3276434,4.167983371,0.436788643
H2-61-2,Scovite,UM,Spot,Mao et al. 2016,16.28240567,0.355814326,605.2404095,2310.677612,230.4257233,3835.090178,830.6802781,126.8966101,35.71208233,91.19572847,9.042923636,39.70578498,114.8633938,5.631883123,10.65880433,1.01643364,4.038141235,0.441462111,227.864627,,857.4,634.3,458.3,250.5,0.964,1.012,1.115,3977,33.388,9.042923636,39.70578498,1.01643364,114.8633938,5.631883123,830.6802781,10.65880433,605.2404095,230.4257233,126.8966101,91.19572847,4.038141235,0.441462111
BO-203-2,Apatite scovite,UM,Spot,Mao et al. 2016,8.096255931,0.364176577,449.4974996,1865.40635,181.4019502,3081.538477,675.4309143,121.5429212,34.79164295,90.90330965,9.535487882,43.05388573,136.0265645,6.281910938,11.83651759,1.121192861,4.785880904,0.591600006,238.7417055,,821.2,618,456.8,264.1,0.967,1.009,1.098,3172,22.654,9.535487882,43.05388573,1.121192861,136.0265645,6.281910938,675.4309143,11.83651759,449.4974996,181.4019502,121.5429212,90.90330965,4.785880904,0.591600006
BO-203-6,Apatite scovite,UM,Spot,Mao et al. 2016,9.833826876,1.066350677,358.1493609,1428.774605,145.4272912,3180.337001,540.204188,92.81365297,26.72598347,70.19700303,7.738086808,35.51187694,108.6862376,4.947589035,9.604305206,0.882573468,3.879412515,0.436383064,386.7230441,,627.1,474.7,352.7,214.4,0.969,1.009,1.083,2473,29.262,7.738086808,35.51187694,0.882573468,108.6862376,4.947589035,540.204188,9.604305206,358.1493609,145.4272912,92.81365297,70.19700303,3.879412515,0.436383064
G2\1201.4-2,Phlogopite-amphIMole scovite,UM,Spot,Mao et al. 2016,3.280034549,0.935351951,920.0858872,3535.862111,338.2534203,2892.968057,1273.639116,216.45485,57.33374184,168.5964135,19.06109132,92.61213278,327.4062982,14.2875555,30.68096252,3.04103492,14.80116093,1.80102598,220.4875813,,1462.5,1018.4,847.2,528,0.882,0.915,0.978,6068,8.836,19.06109132,92.61213278,3.04103492,327.4062982,14.2875555,1273.639116,30.68096252,920.0858872,338.2534203,216.45485,168.5964135,14.80116093,1.80102598
G2\1201.4-3,Phlogopite-amphIMole scovite,UM,Spot,Mao et al. 2016,3.59313076,0.966957171,759.1314855,2829.856069,292.0304914,3023.815239,1087.92331,187.8179317,50.40881149,143.8260541,15.80733198,77.75841343,293.1755308,12.24245929,27.5130303,2.798741701,12.70974549,1.637370016,312.1953234,,1269,895.4,722.7,437.9,0.899,0.935,1.006,4969,10.314,15.80733198,77.75841343,2.798741701,293.1755308,12.24245929,1087.92331,27.5130303,759.1314855,292.0304914,187.8179317,143.8260541,12.70974549,1.637370016
CCM26\195.85-3,Olivine-magnetite-phlogopite-apatite scovite,UM,Spot,Mao et al. 2016,15.72857937,0.614765816,448.4343445,1807.83588,181.8175725,3147.071478,684.9409498,116.8885835,32.63680054,86.67487594,8.889638429,41.59537732,126.1532544,5.988308375,11.50490844,1.1432793,4.80596564,0.586323116,171.6034713,,789.8,579.7,435.6,246.3,0.946,0.988,1.082,3123,24.946,8.889638429,41.59537732,1.1432793,126.1532544,5.988308375,684.9409498,11.50490844,448.4343445,181.8175725,116.8885835,86.67487594,4.80596564,0.586323116
CCM26\195.85-4,Olivine-magnetite-phlogopite-apatite scovite,UM,Spot,Mao et al. 2016,20.84944071,1.327817623,451.9210208,1790.615247,189.7572059,3152.57766,699.5123348,119.8113921,33.50612782,87.75930711,9.268773658,41.65012848,133.0678364,6.292227524,12.19775921,1.11170046,4.897614114,0.56209704,163.5535187,,809.5,595.1,441,256.8,0.952,0.996,1.078,3132,23.692,9.268773658,41.65012848,1.11170046,133.0678364,6.292227524,699.5123348,12.19775921,451.9210208,189.7572059,119.8113921,87.75930711,4.897614114,0.56209704
154\2-1,Scovite,UM,Spot,Mao et al. 2016,12.10632524,0.010900982,987.0707164,3750.64582,331.9476806,4854.618023,1088.429388,151.2637153,43.88252271,100.2614384,9.343022059,41.95496559,136.0454893,5.764636911,11.72838375,0.970320818,4.84980474,0.50022249,112.5610935,,1022.1,779.4,503.8,258.8,1.022,1.086,1.205,6158,35.684,9.343022059,41.95496559,0.970320818,136.0454893,5.764636911,1088.429388,11.72838375,987.0707164,331.9476806,151.2637153,100.2614384,4.84980474,0.50022249
154\2-2,Scovite,UM,Spot,Mao et al. 2016,26.23447516,0.28042873,676.9609236,2534.865465,227.192091,4478.758399,774.6887744,107.8605403,31.89691742,75.33720519,7.262395091,31.14494267,109.5575396,4.59035047,9.626994967,0.91434413,4.184564771,0.476714725,159.3868655,,728.8,566.6,378.6,201.2,1.023,1.079,1.194,4214,40.88,7.262395091,31.14494267,0.91434413,109.5575396,4.59035047,774.6887744,9.626994967,676.9609236,227.192091,107.8605403,75.33720519,4.184564771,0.476714725
158\25-1,Scovite,UM,Spot,Mao et al. 2016,9.71258826,1.367383455,401.783216,1402.741866,164.302071,3886.431154,618.8610917,100.6545911,27.87269357,70.46383277,6.617393167,26.42065342,76.96588556,3.573197935,7.071250204,0.578843056,1.962449244,0.282066779,160.7438418,,680.1,495.1,354.1,183.3,0.957,1.009,1.127,2588,50.496,6.617393167,26.42065342,0.578843056,76.96588556,3.573197935,618.8610917,7.071250204,401.783216,164.302071,100.6545911,70.46383277,1.962449244,0.282066779
158\25-2,Scovite,UM,Spot,Mao et al. 2016,12.53694659,0.188149984,776.7582179,2500.354342,277.1893145,4460.937489,1034.923895,162.7951534,44.02230115,111.3900921,10.73414979,44.03405181,132.5205484,5.533632203,11.08009712,1.018252592,4.155618918,0.461264993,110.7968766,,1100,781.9,559.7,297.3,0.942,0.997,1.099,4589,33.662,10.73414979,44.03405181,1.018252592,132.5205484,5.533632203,1034.923895,11.08009712,776.7582179,277.1893145,162.7951534,111.3900921,4.155618918,0.461264993
4-ALV-1,Olivine-phlogopite scovite,UM,Spot,Mao et al. 2016,42.90419256,33.06139411,825.4005755,3122.981614,338.8718813,5201.565596,1305.920743,229.50016,60.40816357,166.4958709,17.40528741,76.80710633,245.8371525,10.54787647,20.89584158,1.884818828,8.379295901,0.850055659,210.2748728,,1550.7,1073,836.7,482.1,0.899,0.942,1.021,5593,21.159,17.40528741,76.80710633,1.884818828,245.8371525,10.54787647,1305.920743,20.89584158,825.4005755,338.8718813,229.50016,166.4958709,8.379295901,0.850055659
4-ALV-2,Olivine-phlogopite scovite,UM,Spot,Mao et al. 2016,63.52395439,33.04687495,985.6355668,3554.105302,407.9012243,5247.561645,1607.310261,289.1814298,73.39566744,207.733766,21.51363043,94.63122181,293.9167887,12.80390035,25.47919948,2.312453261,9.552420118,1.000891285,229.1668417,,1953.9,1303.7,1043.9,595.9,0.87,0.913,0.991,6555,17.854,21.51363043,94.63122181,2.312453261,293.9167887,12.80390035,1607.310261,25.47919948,985.6355668,407.9012243,289.1814298,207.733766,9.552420118,1.000891285
Sil106-3,Apatite scovite,UM,Spot,Mao et al. 2016,4.272231023,0.914672076,577.2089335,2280.701285,253.0035051,7161.040296,882.3685343,123.1468289,31.81803621,78.69139094,7.404961575,29.58710844,92.71051745,3.882161758,7.107051053,0.670741565,2.617533728,0.336499063,102.5194438,,832.1,565.2,395.4,205.1,0.921,0.985,1.083,3993,77.241,7.404961575,29.58710844,0.670741565,92.71051745,3.882161758,882.3685343,7.107051053,577.2089335,253.0035051,123.1468289,78.69139094,2.617533728,0.336499063
Sil106-4,Apatite scovite,UM,Spot,Mao et al. 2016,3.030299216,0.543905854,452.3081535,1745.626331,199.1651825,6514.031617,751.5215144,109.287,27.52074937,71.26607411,6.5336894,26.47946737,80.73757231,3.251353679,6.200235706,0.549329789,2.468730859,0.239079274,151.5541858,,738.4,488.8,358.1,181,0.892,0.951,1.058,3149,80.682,6.5336894,26.47946737,0.549329789,80.73757231,3.251353679,751.5215144,6.200235706,452.3081535,199.1651825,109.287,71.26607411,2.468730859,0.239079274
DOD-77-3a,Biotite scovite,UM,Spot,Mao et al. 2016,31.66878109,2.493358701,538.9774631,2401.088015,297.5499873,4896.952491,1254.786671,241.8224909,61.44039727,169.1715742,16.41111659,72.88194026,260.0238597,10.09942533,20.38088899,1.942653682,10.4553315,1.109933876,198.1103791,,1633.9,1091.3,850.1,454.6,0.879,0.926,1.023,4492,18.833,16.41111659,72.88194026,1.942653682,260.0238597,10.09942533,1254.786671,20.38088899,538.9774631,297.5499873,241.8224909,169.1715742,10.4553315,1.109933876
DOD-77-3b,Biotite scovite,UM,Spot,Mao et al. 2016,34.28928693,2.428276667,546.4964282,2304.942706,297.6093641,4937.46796,1274.158525,246.8369784,62.64789678,179.4640021,17.72049538,74.74388418,272.13622,11.06902222,23.28003394,2.121062042,10.29269391,1.341070574,209.544673,,1667.8,1112.8,901.8,490.9,0.866,0.907,1.003,4423,18.143,17.72049538,74.74388418,2.121062042,272.13622,11.06902222,1274.158525,23.28003394,546.4964282,297.6093641,246.8369784,179.4640021,10.29269391,1.341070574
DOD-77-5,Biotite scovite,UM,Spot,Mao et al. 2016,29.93830664,1.797015694,469.7894595,1923.197941,252.2662625,4697.414453,1145.239159,231.0962136,56.85381789,169.2854949,16.07473184,69.97934352,247.6210091,9.84886942,19.91711428,1.907604908,9.365822546,1.062714985,223.9948469,,1561.5,1009.8,850.7,445.3,0.837,0.876,0.983,3790,18.97,16.07473184,69.97934352,1.907604908,247.6210091,9.84886942,1145.239159,19.91711428,469.7894595,252.2662625,231.0962136,169.2854949,9.365822546,1.062714985
LSC-65-3,Biotite scovite,UM,Spot,Mao et al. 2016,171.4478994,6.194797763,3463.406968,9543.010115,1314.26547,19405.23535,4141.827612,673.6434944,168.7697896,425.6036022,38.66800508,161.5150081,540.9428779,21.68206389,42.40903709,4.299438216,19.98921778,2.177170411,333.6944229,,4551.6,2997.7,2138.7,1071.1,0.896,0.961,1.067,18463,35.873,38.66800508,161.5150081,4.299438216,540.9428779,21.68206389,4141.827612,42.40903709,3463.406968,1314.26547,673.6434944,425.6036022,19.98921778,2.177170411
LSC-65-5,Biotite scovite,UM,Spot,Mao et al. 2016,111.0093634,5.328812912,3904.156871,9596.75514,1373.359701,22498.13501,4570.926746,707.9875884,157.3953859,446.5227878,39.5576528,160.3660264,534.1897965,21.36839802,43.71774838,4.302356089,18.27821391,2.220984007,311.6178004,,4783.7,2795.7,2243.8,1095.8,0.796,0.853,0.955,19445,42.116,39.5576528,160.3660264,4.302356089,534.1897965,21.36839802,4570.926746,43.71774838,3904.156871,1373.359701,707.9875884,446.5227878,18.27821391,2.220984007
LSC-7912-2,Biotite scovite,UM,Spot,Mao et al. 2016,,,4068.090522,12905.38723,1601.779776,20696.51727,5040.591647,747.2955985,174.3442271,438.2804492,39.98654207,161.7260983,561.592734,21.94914792,45.10966702,4.328939444,20.88755279,2.307212743,303.4153292,,5049.3,3096.7,2202.4,1107.7,0.854,0.929,1.017,23616,36.853,39.98654207,161.7260983,4.328939444,561.592734,21.94914792,5040.591647,45.10966702,4068.090522,1601.779776,747.2955985,438.2804492,20.88755279,2.307212743
LSC-7912-3,Biotite scovite,UM,Spot,Mao et al. 2016,,,3339.046116,11771.30417,1425.18054,21150.64554,4197.201186,599.9350967,150.3237593,359.5090185,32.16545851,123.9164819,413.4638576,16.83129159,34.93796033,3.488801708,16.96500469,1.928464572,466.0547152,,4053.6,2670,1806.6,891,0.911,0.987,1.091,20733,51.155,32.16545851,123.9164819,3.488801708,413.4638576,16.83129159,4197.201186,34.93796033,3339.046116,1425.18054,599.9350967,359.5090185,16.96500469,1.928464572
HC-Car-1,Olivine-ilmenite-magnetite-apatite scovite,UM,Spot,Mao et al. 2016,91.1013631,1.302827658,1051.560263,2475.224374,294.9176997,3551.326191,1206.500025,201.0899434,51.53773849,143.3050961,,66.24906804,247.7080487,,,,10.28851843,1.302209428,224.7992151,,1358.7,915.4,720.1,,0.881,0.925,,5028,14.337,11.63149231,66.24906804,2.677130725,247.7080487,9.344612975,1206.500025,21.70345829,1051.560263,294.9176997,201.0899434,143.3050961,10.28851843,1.302209428
HC-Car-2,Olivine-ilmenite-magnetite-apatite scovite,UM,Spot,Mao et al. 2016,103.3498818,1.433969253,1106.84451,2674.525337,312.9660239,3593.761563,1285.631692,204.7489502,55.6939191,151.0539034,,69.0523796,259.2149946,,,,10.65550992,1.262292454,233.9340326,,1383.4,989.2,759.1,,0.923,0.965,,5380,13.864,11.87562419,69.0523796,2.676230816,259.2149946,9.424406145,1285.631692,21.78410824,1106.84451,312.9660239,204.7489502,151.0539034,10.65550992,1.262292454
HC-Car-3,Olivine-ilmenite-magnetite-apatite scovite,UM,Spot,Mao et al. 2016,93.66466693,2.487997866,1100.862043,2594.853455,319.0501322,3745.791358,1306.455787,210.109024,56.08627941,151.7800265,,76.02354705,270.9105724,,,,12.12013377,1.210530022,277.2785875,,1419.7,996.2,762.7,,0.913,0.957,,5321,13.827,NA,76.02354705,NA,270.9105724,NA,1306.455787,NA,1100.862043,319.0501322,210.109024,151.7800265,12.12013377,1.210530022
HC-Car-4,Olivine-ilmenite-magnetite-apatite scovite,UM,Spot,Mao et al. 2016,86.73425692,2.392604759,1099.625024,2619.252629,320.2535527,3655.879808,1269.921294,209.9734604,55.47123714,151.6673262,,71.4216289,262.8981225,,,,11.71000336,1.34511617,255.8547078,,1418.7,985.3,762.1,,0.904,0.948,,5309,13.906,12.2430886,71.4216289,2.814178421,262.8981225,9.828415856,1269.921294,22.82027655,1099.625024,320.2535527,209.9734604,151.6673262,11.71000336,1.34511617
HC-Car-5,Olivine-ilmenite-magnetite-apatite scovite,UM,Spot,Mao et al. 2016,104.9088646,1.97948066,1140.838242,2681.764164,323.759274,3745.465053,1319.667338,214.4803834,56.77058246,156.5487801,,73.38013813,270.7727926,,,,11.5184973,1.469867006,257.6712786,,1449.2,1008.4,786.7,,0.902,0.944,,5466,13.833,12.82526358,73.38013813,2.986792119,270.7727926,10.37430964,1319.667338,24.15939601,1140.838242,323.759274,214.4803834,156.5487801,11.5184973,1.469867006
HC-Car-6,Olivine-ilmenite-magnetite-apatite scovite,UM,Spot,Mao et al. 2016,96.94866835,2.065838647,1087.119746,2555.735021,305.8749408,3642.454977,1280.619187,210.5670246,54.99167116,148.7258897,,74.25337892,268.8246677,,,,11.87947413,1.448410722,260.5850948,,1422.8,976.8,747.4,,0.9,0.947,,5229,13.55,12.59764949,74.25337892,2.953728169,268.8246677,10.23040069,1280.619187,23.86094878,1087.119746,305.8749408,210.5670246,148.7258897,11.87947413,1.448410722
HC-Car-7,Olivine-ilmenite-magnetite-apatite scovite,UM,Spot,Mao et al. 2016,69.23663955,2.324875891,1070.6513,2463.112264,300.5303846,3587.06715,1214.770509,203.6920145,52.29164732,148.164415,,70.01520367,260.3395286,,,,11.03695906,1.237170055,257.09004,,1376.3,928.8,744.5,,0.876,0.918,,5049,13.778,NA,70.01520367,NA,260.3395286,NA,1214.770509,NA,1070.6513,300.5303846,203.6920145,148.164415,11.03695906,1.237170055
HC-Car-8,Olivine-ilmenite-magnetite-apatite scovite,UM,Spot,Mao et al. 2016,71.22490582,2.085807807,1066.315849,2533.08415,312.1997292,3643.231825,1245.455755,209.9724185,54.37706154,146.2380779,,70.01904837,259.4165,,,,11.73372414,1.318961697,264.6090867,,1418.7,965.8,734.9,,0.897,0.946,,5157,14.044,12.00137186,70.01904837,2.752436801,259.4165,9.621819061,1245.455755,22.32920857,1066.315849,312.1997292,209.9724185,146.2380779,11.73372414,1.318961697
HC-Car-9,Olivine-ilmenite-magnetite-apatite scovite,UM,Spot,Mao et al. 2016,99.24839374,1.619144248,1097.654619,2624.075894,317.9337145,3605.592536,1266.885836,207.9006023,53.93757479,153.0528757,,72.1373709,263.6382478,,,,11.87733463,1.259617789,246.0012925,,1404.7,958,769.1,,0.881,0.922,,5307,13.676,NA,72.1373709,NA,263.6382478,NA,1266.885836,NA,1097.654619,317.9337145,207.9006023,153.0528757,11.87733463,1.259617789
JR3131-1-1,Gabbro,IM,Spot,Mao et al. 2016,8.776712506,3.719626179,144.0761341,604.6461057,84.71322174,168.5987996,394.4924108,100.0960019,16.08827278,128.2885876,18.13399031,100.1796891,567.5512646,19.8246866,48.99174615,6.592932917,30.61394273,4.781907403,380.9114123,,676.3,285.8,644.7,502.3,0.433,0.433,0.467,1228,0.297,18.13399031,100.1796891,6.592932917,567.5512646,19.8246866,394.4924108,48.99174615,144.0761341,84.71322174,100.0960019,128.2885876,30.61394273,4.781907403
JR3131-1-4,Gabbro,IM,Spot,Mao et al. 2016,8.837693814,3.624462281,151.4285364,526.1055272,82.55537772,165.4592223,440.2217617,107.0746834,17.05609354,138.0357583,20.6965133,127.5040397,651.7670886,23.19583273,58.76873103,7.297393839,38.29028452,5.634315287,360.7340976,,723.5,303,693.6,573.3,0.428,0.428,0.453,1200,0.254,20.6965133,127.5040397,7.297393839,651.7670886,23.19583273,440.2217617,58.76873103,151.4285364,82.55537772,107.0746834,138.0357583,38.29028452,5.634315287
459-12-1,Gabbro,IM,Spot,Mao et al. 2016,2.287464555,0.905070745,138.9450786,508.422266,95.89028991,191.8106675,561.5314879,162.3850939,26.12697475,236.7164651,34.24886045,198.4646643,1119.576724,39.36162188,100.7502451,11.70761302,58.9400437,7.364550075,349.7502078,,1097.2,464.1,1189.5,948.7,0.406,0.406,0.444,1305,0.171,34.24886045,198.4646643,11.70761302,1119.576724,39.36162188,561.5314879,100.7502451,138.9450786,95.89028991,162.3850939,236.7164651,58.9400437,7.364550075
459-12-2,Gabbro,IM,Spot,Mao et al. 2016,1.708219801,0.886836402,162.685687,568.1465975,103.4428279,200.9508173,581.5676082,161.0455457,28.93612382,213.3792538,31.75157628,183.0680841,1007.294012,34.79158872,93.85187481,10.12643253,51.45645709,7.249490327,354.7627324,,1088.1,514,1072.3,879.5,0.476,0.476,0.507,1416,0.199,31.75157628,183.0680841,10.12643253,1007.294012,34.79158872,581.5676082,93.85187481,162.685687,103.4428279,161.0455457,213.3792538,51.45645709,7.249490327
1275D-144-4,Gabbro,IM,Spot,Mao et al. 2016,1.563258435,0.499061018,247.8795858,741.5041739,136.3612895,211.4539308,772.4943019,219.3750561,37.15989961,295.2256294,41.33204249,261.9292569,1431.583886,50.66779611,128.6764101,15.51887417,81.42833796,11.9067621,555.3035942,,1482.3,660,1483.5,1144.9,0.445,0.445,0.485,1898,0.148,41.33204249,261.9292569,15.51887417,1431.583886,50.66779611,772.4943019,128.6764101,247.8795858,136.3612895,219.3750561,295.2256294,81.42833796,11.9067621
1275D-144-6,Gabbro,IM,Spot,Mao et al. 2016,1.175454591,0.433475266,176.6221368,557.4535587,100.847157,228.8791255,608.1185846,178.9869029,31.01144356,248.3891092,33.43009788,211.9668258,1146.27743,39.54222465,101.971803,11.67301511,64.57931062,7.677029374,548.3661443,,1209.4,550.8,1248.2,926,0.448,0.448,0.498,1443,0.2,33.43009788,211.9668258,11.67301511,1146.27743,39.54222465,608.1185846,101.971803,176.6221368,100.847157,178.9869029,248.3891092,64.57931062,7.677029374
1270D-25-1,Gabbro,IM,Spot,Mao et al. 2016,6.528548238,3.193903634,865.0315389,1418.04574,135.6784212,968.8227109,498.9906264,80.30731218,18.95095749,77.64732852,7.111315742,47.04259052,212.3127091,7.606661611,16.89159951,1.620136483,8.686907621,1.155938109,1211.772886,,542.6,336.6,390.2,197,0.722,0.732,0.87,2918,4.563,7.111315742,47.04259052,1.620136483,212.3127091,7.606661611,498.9906264,16.89159951,865.0315389,135.6784212,80.30731218,77.64732852,8.686907621,1.155938109
1270-25-2,Gabbro,IM,Spot,Mao et al. 2016,7.63798416,2.951137164,896.2474272,1389.813157,144.3893507,991.1041729,498.7263355,71.56472157,18.87089246,63.34893722,6.040086278,35.07885375,150.8594556,5.234705195,12.71750381,1.728764367,9.357802558,1.01598941,447.1389483,,483.5,335.2,318.3,167.3,0.836,0.854,0.987,2929,6.57,6.040086278,35.07885375,1.728764367,150.8594556,5.234705195,498.7263355,12.71750381,896.2474272,144.3893507,71.56472157,63.34893722,9.357802558,1.01598941
JR3131-1-5,Gabbro,IM,Spot,Mao et al. 2016,6.980117968,3.709470709,144.3444044,480.9907555,77.66060617,165.841487,388.479214,101.4860741,14.24809015,121.9303489,,103.9235963,549.588121,,,,34.41451574,4.699428157,376.7503376,,685.7,253.1,612.7,,0.39,0.39,,1091,0.302,NA,103.9235963,NA,549.588121,NA,388.479214,NA,144.3444044,77.66060617,101.4860741,121.9303489,34.41451574,4.699428157
JR3131-1-6,Gabbro,IM,Spot,Mao et al. 2016,8.634060961,4.23810347,125.4641466,442.1333632,65.10906528,187.9490366,319.5379701,87.4409761,14.50865258,101.3103723,,81.25798677,443.7821234,,,,23.88135663,3.53887168,321.6052205,,590.8,257.7,509.1,,0.469,0.47,,952,0.424,NA,81.25798677,NA,443.7821234,NA,319.5379701,NA,125.4641466,65.10906528,87.4409761,101.3103723,23.88135663,3.53887168
JR3131-1-8,Gabbro,IM,Spot,Mao et al. 2016,8.27065081,4.132170297,153.3827379,514.1699272,79.62286235,185.5631809,406.2874322,107.2242429,15.32268192,128.5726235,,108.0029137,587.0461874,,,,38.10478954,5.31812856,349.9722904,,724.5,272.2,646.1,,0.397,0.398,,1153,0.316,NA,108.0029137,NA,587.0461874,NA,406.2874322,NA,153.3827379,79.62286235,107.2242429,128.5726235,38.10478954,5.31812856
459-12-3,Gabbro,IM,Spot,Mao et al. 2016,1.573912117,0.892417393,185.1369392,677.2684525,120.4490893,172.807769,662.8626094,191.5854833,34.11976737,255.0567223,,204.3966018,1092.858976,,,,64.07660152,8.208726682,413.5310138,,1294.5,606,1281.7,,0.47,0.47,,1646,0.158,NA,204.3966018,NA,1092.858976,NA,662.8626094,NA,185.1369392,120.4490893,191.5854833,255.0567223,64.07660152,8.208726682
459-12-4,Gabbro,IM,Spot,Mao et al. 2016,1.633397839,0.933545159,180.7707016,642.3563908,112.8340475,193.0092967,639.1805405,193.7471148,35.08132189,246.7412915,,198.0227857,1072.513953,,,,60.14662932,7.889549162,364.3818592,,1309.1,623.1,1239.9,,0.489,0.489,,1575,0.18,NA,198.0227857,NA,1072.513953,NA,639.1805405,NA,180.7707016,112.8340475,193.7471148,246.7412915,60.14662932,7.889549162
459-12-5,Gabbro,IM,Spot,Mao et al. 2016,1.176167272,0.777599795,186.8916522,686.33062,122.4931026,182.708366,696.5708784,209.5754065,33.76534323,267.2509878,,225.0237487,1175.504137,,,,68.26398958,8.274830151,322.7974428,,1416.1,599.7,1343,,0.435,0.435,,1692,0.155,NA,225.0237487,NA,1175.504137,NA,696.5708784,NA,186.8916522,122.4931026,209.5754065,267.2509878,68.26398958,8.274830151
459-12-6,Gabbro,IM,Spot,Mao et al. 2016,0.930586373,0.69910408,176.2703262,654.4499623,114.7204032,180.8015692,644.5562654,193.9543902,29.61829611,256.425051,,212.1721131,1144.95195,,,,64.57851723,8.389923171,299.4056432,,1310.5,526.1,1288.6,,0.405,0.405,,1590,0.158,NA,212.1721131,NA,1144.95195,NA,644.5562654,NA,176.2703262,114.7204032,193.9543902,256.425051,64.57851723,8.389923171
